"RID","ClustSeg","Easy_Reservation","Preferred_Seats","Flight_Options","Ticket_Prices","Seat_Comfort","Seat_Roominess","Overhead_Storage","Clean_Aircraft","Courtesy","Friendliness","Helpfulness","Service","Satisfaction","Recommend","Language","Smoker","Employment","Education","Marital","Sex","Age","Income","FlyAgain","FlyAgain2","Easy_Reservation.1","Preferred_Seats.1","Flight_Options.1","Ticket_Prices.1","Seat_Comfort.1","Seat_Roominess.1","Overhead_Storage.1","Clean_Aircraft.1","Courtesy.1","Friendliness.1","Helpfulness.1","Service.1"
1336,"Seg1",7,5,7,5,4,4,5,6,9,9,9,9,7,3,"Italian","No","Fully employed","High school diploma or certificate","Living common law","Male","45 to 54","$200,000 or more","0","No","7","5","7","5","4","4","5","6","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
1337,"Seg6",9,5,9,8,7,8,8,7,9,9,9,9,9,9,"English","No","Employed part-time","No certificate, diploma or degree",,"Female","55 to 64","$30000 to $39999","1","Yes","Strongly Agree","5","Strongly Agree","8","7","8","8","7","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
1338,"Seg1",9,8,9,6,8,5,7,6,9,9,9,9,9,7,"Spanish",,"Fully employed","No certificate, diploma or degree",,"Female","24 or younger","$175,000 to $199,999,","0","No","Strongly Agree","8","Strongly Agree","6","8","5","7","6","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
1339,"Seg6",9,9,9,9,8,9,8,9,9,8,9,9,8,9,"English","No","Not employed","Bachelor's degree","Married",,"85 to 94","$175,000 to $199,999,","1","Yes","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","8","Strongly Agree","8","Strongly Agree","Strongly Agree","8","Strongly Agree","Strongly Agree"
1340,"Seg6",9,9,8,7,8,8,9,9,9,9,7,9,9,9,"English","No","Employed part-time","Bachelor's degree","Separated, not living with a life partner",,"65 to 74","$70000 to $79999","1","Yes","Strongly Agree","Strongly Agree","8","7","8","8","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","7","Strongly Agree"
1341,"Seg3",8,9,6,8,9,9,9,8,9,9,9,9,8,7,"Italian","No",,"High school diploma or certificate","Married","Female","55 to 64","$150,000 to $174,999","1","Yes","8","Strongly Agree","6","8","Strongly Agree","Strongly Agree","Strongly Agree","8","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
1342,"Seg6",9,7,9,7,9,9,7,9,9,9,8,7,9,9,"English","No","Not employed","High school diploma or certificate","Married","Female","24 or younger","$50000 to $59999","1","Yes","Strongly Agree","7","Strongly Agree","7","Strongly Agree","Strongly Agree","7","Strongly Agree","Strongly Agree","Strongly Agree","8","7"
1343,"Seg6",9,9,9,9,9,9,9,9,9,9,9,9,9,9,"Spanish","Yes","Fully employed","No certificate, diploma or degree","Married","Female","75 to 84","$80000 to $89999","1","Yes","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
1344,"Seg1",9,7,9,7,7,4,7,7,8,9,9,9,8,6,"English","Yes","Not employed","No certificate, diploma or degree","Living common law","Male",,"$60000 to $69999","0","No","Strongly Agree","7","Strongly Agree","7","7","4","7","7","8","Strongly Agree","Strongly Agree","Strongly Agree"
1345,"Seg1",9,8,9,7,8,8,8,4,9,9,9,9,8,6,,"No","Fully employed","No certificate, diploma or degree",,"Male","24 or younger","$20000 to $29999","1","Yes","Strongly Agree","8","Strongly Agree","7","8","8","8","4","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
1346,"Seg6",8,7,8,8,8,7,7,9,9,9,9,9,9,7,"Spanish","No","Not employed","No certificate, diploma or degree","Divorced, not living with a life partner",,"24 or younger","$60000 to $69999","1","Yes","8","7","8","8","8","7","7","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
1347,"Seg3",9,7,6,5,6,8,6,8,9,9,7,9,6,8,"English","No","Employed part-time","College diploma","Married","Female","35 to 44","$60000 to $69999","0","No","Strongly Agree","7","6","5","6","8","6","8","Strongly Agree","Strongly Agree","7","Strongly Agree"
1348,"Seg3",7,8,7,8,7,6,9,9,9,9,8,7,7,7,"Spanish","No","Employed part-time","Bachelor's degree","Separated, not living with a life partner","Female","25 to 34","$60000 to $69999","1","Yes","7","8","7","8","7","6","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","8","7"
1349,"Seg6",9,9,9,8,9,9,8,8,9,9,9,9,9,9,"Italian","Yes","Not employed","No certificate, diploma or degree",,"Female","24 or younger","$70000 to $79999","1","Yes","Strongly Agree","Strongly Agree","Strongly Agree","8","Strongly Agree","Strongly Agree","8","8","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
1350,"Seg6",9,7,9,9,9,9,9,9,8,7,6,9,9,8,"English","No","Not employed","College diploma","Married","Female","65 to 74","$150,000 to $174,999","1","Yes","Strongly Agree","7","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","8","7","6","Strongly Agree"
1351,"Seg6",9,5,9,7,9,9,8,7,9,9,9,9,7,8,"Spanish","No",,"College diploma","Married",,,"$70000 to $79999","1","Yes","Strongly Agree","5","Strongly Agree","7","Strongly Agree","Strongly Agree","8","7","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
1352,"Seg7",9,7,5,6,9,6,8,6,9,9,9,9,9,6,"Spanish","No","Fully employed",,"Living common law","Male","55 to 64","$80000 to $89999","0","No","Strongly Agree","7","5","6","Strongly Agree","6","8","6","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
1353,"Seg6",9,8,9,9,9,9,9,9,9,9,9,9,8,9,"English","No","Not employed","Bachelor's degree","Married","Female","24 or younger","$20000 to $29999","0","No","Strongly Agree","8","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
1354,"Seg6",9,9,8,9,9,9,9,9,7,9,9,8,9,8,"English","No","Employed part-time","College diploma","Married","Male","35 to 44","$30000 to $39999","1","Yes","Strongly Agree","Strongly Agree","8","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","7","Strongly Agree","Strongly Agree","8"
1355,"Seg6",7,6,9,9,9,7,8,8,9,9,9,9,5,9,"Spanish","No","Employed part-time","Bachelor's degree","Married","Female","24 or younger","$80000 to $89999","1","Yes","7","6","Strongly Agree","Strongly Agree","Strongly Agree","7","8","8","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
1356,"Seg7",7,5,6,2,9,7,8,9,9,9,9,9,7,6,,"No","Employed part-time","Bachelor's degree","Living common law","Female","45 to 54","$30000 to $39999","1","Yes","7","5","6","2","Strongly Agree","7","8","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
1357,"Seg3",9,7,8,5,9,9,7,9,7,8,9,9,8,7,"Spanish",,"Employed part-time","College diploma","Married","Male","75 to 84","Less than $20,000","1","Yes","Strongly Agree","7","8","5","Strongly Agree","Strongly Agree","7","Strongly Agree","7","8","Strongly Agree","Strongly Agree"
1358,"Seg4",9,9,8,8,6,5,4,6,9,9,5,4,5,6,"French","No","Not employed","High school diploma or certificate","Single, never married, not living with a life partner",,"45 to 54","$80000 to $89999","1","Yes","Strongly Agree","Strongly Agree","8","8","6","5","4","6","Strongly Agree","Strongly Agree","5","4"
1359,"Seg3",9,6,7,6,8,9,9,9,9,9,8,9,7,9,"English","No","Not employed","Master's degree","Living common law","Male","24 or younger","$20000 to $29999","0","No","Strongly Agree","6","7","6","8","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","8","Strongly Agree"
1360,"Seg1",9,5,9,8,5,9,7,7,9,8,8,9,9,7,"English","Yes","Fully employed","High school diploma or certificate","Divorced, not living with a life partner","Male","65 to 74","$40000 to $49999","0","No","Strongly Agree","5","Strongly Agree","8","5","Strongly Agree","7","7","Strongly Agree","8","8","Strongly Agree"
1361,"Seg6",9,9,9,7,9,9,8,4,8,7,7,9,9,9,"Spanish","No","Not employed","No certificate, diploma or degree","Separated, not living with a life partner","Male","35 to 44","$90000 to $99999","1","Yes","Strongly Agree","Strongly Agree","Strongly Agree","7","Strongly Agree","Strongly Agree","8","4","8","7","7","Strongly Agree"
1362,"Seg6",9,7,9,8,8,7,9,7,9,7,9,7,9,8,"English","No","Fully employed",,"Married","Male","45 to 54",,"0","No","Strongly Agree","7","Strongly Agree","8","8","7","Strongly Agree","7","Strongly Agree","7","Strongly Agree","7"
1363,"Seg6",9,9,9,9,9,9,9,9,9,9,9,9,9,9,"English","No",,"High school diploma or certificate","Single, never married, not living with a life partner","Male","75 to 84","$60000 to $69999","1","Yes","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
1364,"Seg6",9,8,9,8,9,9,9,8,9,9,9,9,9,9,,"No","Fully employed","No certificate, diploma or degree","Single, never married, not living with a life partner","Female","55 to 64","$80000 to $89999","1","Yes","Strongly Agree","8","Strongly Agree","8","Strongly Agree","Strongly Agree","Strongly Agree","8","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
1365,"Seg3",9,7,5,6,9,8,6,7,9,9,9,7,9,8,"English",,"Not employed","College diploma","Married","Male","35 to 44","$20000 to $29999","1","Yes","Strongly Agree","7","5","6","Strongly Agree","8","6","7","Strongly Agree","Strongly Agree","Strongly Agree","7"
1366,"Seg1",9,6,9,9,9,5,6,8,9,9,9,7,6,6,"English","No","Not employed","Bachelor's degree","Living common law","Female","24 or younger","$80000 to $89999","1","Yes","Strongly Agree","6","Strongly Agree","Strongly Agree","Strongly Agree","5","6","8","Strongly Agree","Strongly Agree","Strongly Agree","7"
1367,"Seg8",9,9,8,7,9,7,7,6,7,9,8,7,5,7,"English","No","Employed part-time","College diploma","Married","Male","75 to 84","$175,000 to $199,999,","1","Yes","Strongly Agree","Strongly Agree","8","7","Strongly Agree","7","7","6","7","Strongly Agree","8","7"
1368,"Seg8",9,7,6,7,9,7,7,9,5,9,6,7,9,8,"Spanish","No","Fully employed","College diploma","Married",,"35 to 44","$80000 to $89999","1","Yes","Strongly Agree","7","6","7","Strongly Agree","7","7","Strongly Agree","5","Strongly Agree","6","7"
1369,"Seg3",8,8,7,3,6,8,9,8,7,8,9,9,4,8,,"Yes","Employed part-time","High school diploma or certificate","Married","Male","45 to 54","$200,000 or more","0","No","8","8","7","3","6","8","Strongly Agree","8","7","8","Strongly Agree","Strongly Agree"
1370,"Seg1",8,8,8,5,8,7,7,7,9,9,7,9,8,7,"English","No",,"College diploma","Separated, not living with a life partner","Female","65 to 74","$90000 to $99999","1","Yes","8","8","8","5","8","7","7","7","Strongly Agree","Strongly Agree","7","Strongly Agree"
1371,"Seg1",9,7,7,6,7,7,7,7,7,8,9,8,8,7,"French","No","Not employed","High school diploma or certificate","Married",,"25 to 34","$30000 to $39999","0","No","Strongly Agree","7","7","6","7","7","7","7","7","8","Strongly Agree","8"
1372,"Seg6",9,9,8,6,9,9,7,8,9,9,8,6,9,8,"Italian","No","Not employed","High school diploma or certificate","Separated, not living with a life partner","Female",,,"1","Yes","Strongly Agree","Strongly Agree","8","6","Strongly Agree","Strongly Agree","7","8","Strongly Agree","Strongly Agree","8","6"
1373,"Seg3",9,5,6,6,9,9,9,4,9,6,7,9,8,9,"English","Yes","Employed part-time","High school diploma or certificate","Separated, not living with a life partner","Male",,"$20000 to $29999","0","No","Strongly Agree","5","6","6","Strongly Agree","Strongly Agree","Strongly Agree","4","Strongly Agree","6","7","Strongly Agree"
1374,"Seg6",9,8,9,9,9,9,9,9,9,9,9,9,9,7,"French","Yes","Not employed","No certificate, diploma or degree","Living common law","Female","35 to 44","$20000 to $29999","1","Yes","Strongly Agree","8","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
1375,"Seg4",9,6,7,3,7,8,7,5,5,8,6,4,8,8,"English","No","Fully employed","Bachelor's degree","Living common law","Female","35 to 44","$80000 to $89999","1","Yes","Strongly Agree","6","7","3","7","8","7","5","5","8","6","4"
1376,"Seg6",9,9,9,9,9,7,9,9,9,9,8,9,9,8,"English","No","Fully employed","High school diploma or certificate","Divorced, not living with a life partner","Male","35 to 44","$60000 to $69999","1","Yes","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","7","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","8","Strongly Agree"
1377,"Seg3",8,4,9,5,9,8,9,9,9,8,9,9,9,7,"English",,"Fully employed","Bachelor's degree",,"Female","55 to 64","$20000 to $29999","1","Yes","8","4","Strongly Agree","5","Strongly Agree","8","Strongly Agree","Strongly Agree","Strongly Agree","8","Strongly Agree","Strongly Agree"
1378,"Seg6",9,9,9,8,7,7,6,9,9,9,8,9,9,8,"Spanish","No",,"trades certificate","Married","Female",,"$50000 to $59999","0","No","Strongly Agree","Strongly Agree","Strongly Agree","8","7","7","6","Strongly Agree","Strongly Agree","Strongly Agree","8","Strongly Agree"
1379,"Seg1",8,9,8,7,7,4,6,9,9,9,5,8,8,4,"English","No","Fully employed","Master's degree","Married","Male","24 or younger","$50000 to $59999","1","Yes","8","Strongly Agree","8","7","7","4","6","Strongly Agree","Strongly Agree","Strongly Agree","5","8"
1380,"Seg7",5,4,6,6,9,9,9,7,9,9,7,7,5,7,"English","No","Fully employed","No certificate, diploma or degree","Living common law",,"75 to 84","$50000 to $59999","1","Yes","5","4","6","6","Strongly Agree","Strongly Agree","Strongly Agree","7","Strongly Agree","Strongly Agree","7","7"
1381,"Seg6",9,9,8,6,9,7,7,9,9,9,7,8,9,9,"English","No",,"trades certificate","Married","Female",,"$50000 to $59999","1","Yes","Strongly Agree","Strongly Agree","8","6","Strongly Agree","7","7","Strongly Agree","Strongly Agree","Strongly Agree","7","8"
1382,"Seg3",7,6,5,4,9,9,9,9,9,9,9,8,9,7,"Spanish","No",,"No certificate, diploma or degree","Widowed","Male","45 to 54","$90000 to $99999","1","Yes","7","6","5","4","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","8"
1383,"Seg6",9,9,9,9,8,8,7,9,8,9,9,8,9,9,"English","Yes","Fully employed","High school diploma or certificate","Single, never married, not living with a life partner","Male","85 to 94","$70000 to $79999","1","Yes","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","8","8","7","Strongly Agree","8","Strongly Agree","Strongly Agree","8"
1384,"Seg3",8,7,4,9,8,9,6,7,9,9,8,9,7,5,,"Yes","Fully employed","College diploma","Separated, not living with a life partner","Male","55 to 64","$50000 to $59999","0","No","8","7","4","Strongly Agree","8","Strongly Agree","6","7","Strongly Agree","Strongly Agree","8","Strongly Agree"
1385,"Seg6",9,6,9,8,8,9,6,9,9,9,9,9,9,8,"English","No","Employed part-time","trades certificate","Married","Female","55 to 64","$40000 to $49999","1","Yes","Strongly Agree","6","Strongly Agree","8","8","Strongly Agree","6","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
1386,"Seg4",7,4,5,3,9,6,9,9,5,7,5,4,6,4,"Spanish","No","Fully employed","No certificate, diploma or degree","Single, never married, not living with a life partner","Male",,"$50000 to $59999","0","No","7","4","5","3","Strongly Agree","6","Strongly Agree","Strongly Agree","5","7","5","4"
1387,"Seg7",8,5,7,6,9,6,6,6,9,9,9,9,9,7,"French","Yes","Not employed","No certificate, diploma or degree","Living common law","Male",,"$30000 to $39999","0","No","8","5","7","6","Strongly Agree","6","6","6","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
1388,"Seg3",9,7,3,8,6,9,9,6,9,6,8,9,6,5,"English","No","Fully employed","University certificate above bachelor's degree","Living common law","Female","35 to 44","$20000 to $29999","0","No","Strongly Agree","7","3","8","6","Strongly Agree","Strongly Agree","6","Strongly Agree","6","8","Strongly Agree"
1389,"Seg6",8,6,7,9,8,8,9,7,9,9,9,9,9,8,"English","Yes","Employed part-time","High school diploma or certificate","Living common law","Female","65 to 74","$80000 to $89999","1","Yes","8","6","7","Strongly Agree","8","8","Strongly Agree","7","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
1390,"Seg6",9,9,9,4,9,9,9,6,9,8,9,9,7,9,"English","No","Employed part-time","High school diploma or certificate","Living common law","Male","65 to 74","$175,000 to $199,999,","1","Yes","Strongly Agree","Strongly Agree","Strongly Agree","4","Strongly Agree","Strongly Agree","Strongly Agree","6","Strongly Agree","8","Strongly Agree","Strongly Agree"
1391,"Seg6",7,8,9,9,9,9,9,9,9,9,9,9,9,9,"Italian","No",,"College diploma","Married","Male","75 to 84",,"1","Yes","7","8","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
1392,"Seg6",9,9,7,8,5,9,9,6,9,9,9,9,9,9,,"No",,"College diploma","Living common law","Female","75 to 84","$20000 to $29999","1","Yes","Strongly Agree","Strongly Agree","7","8","5","Strongly Agree","Strongly Agree","6","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
1393,"Seg3",9,8,6,7,7,9,8,9,8,8,7,8,7,7,"English","No","Not employed","College diploma","Divorced, not living with a life partner","Female","24 or younger","$80000 to $89999","1","Yes","Strongly Agree","8","6","7","7","Strongly Agree","8","Strongly Agree","8","8","7","8"
1394,"Seg7",6,7,3,4,9,9,7,9,8,9,7,9,9,7,,"Yes","Not employed","Master's degree","Married","Male",,"$60000 to $69999","0","No","6","7","3","4","Strongly Agree","Strongly Agree","7","Strongly Agree","8","Strongly Agree","7","Strongly Agree"
1395,"Seg6",9,9,9,9,8,7,8,8,9,9,9,9,8,9,"English","Yes","Not employed","High school diploma or certificate","Living common law","Male","35 to 44","$30000 to $39999","1","Yes","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","8","7","8","8","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
1396,"Seg7",6,1,5,5,7,7,6,7,9,9,9,9,8,4,"English","No","Employed part-time","High school diploma or certificate","Married","Female","65 to 74","$50000 to $59999","0","No","6","Strongly Disagree","5","5","7","7","6","7","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
1397,"Seg8",7,8,6,6,7,7,6,8,9,7,6,6,5,8,"Spanish","No","Employed part-time","High school diploma or certificate","Separated, not living with a life partner","Female","45 to 54","$60000 to $69999","1","Yes","7","8","6","6","7","7","6","8","Strongly Agree","7","6","6"
1398,"Seg1",9,8,7,6,7,7,6,8,9,9,8,9,8,6,"Spanish","No","Fully employed","Bachelor's degree","Widowed","Male","24 or younger","$20000 to $29999","1","Yes","Strongly Agree","8","7","6","7","7","6","8","Strongly Agree","Strongly Agree","8","Strongly Agree"
1399,"Seg8",8,8,7,9,7,8,6,7,6,4,6,5,6,9,"French","No","Not employed","High school diploma or certificate","Married",,"45 to 54","$40000 to $49999","0","No","8","8","7","Strongly Agree","7","8","6","7","6","4","6","5"
1400,"Seg6",9,7,8,9,7,8,9,8,9,9,9,9,9,7,"English","No","Employed part-time","College diploma","Married","Female","24 or younger","$70000 to $79999","1","Yes","Strongly Agree","7","8","Strongly Agree","7","8","Strongly Agree","8","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
1401,"Seg8",9,9,8,8,6,9,7,6,6,9,7,6,6,7,"English","No","Fully employed","No certificate, diploma or degree","Married","Female","24 or younger","$50000 to $59999","0","No","Strongly Agree","Strongly Agree","8","8","6","Strongly Agree","7","6","6","Strongly Agree","7","6"
1402,"Seg6",9,9,9,9,8,8,9,5,9,8,8,7,9,7,"English","Yes","Not employed","No certificate, diploma or degree",,"Male","45 to 54","$150,000 to $174,999","1","Yes","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","8","8","Strongly Agree","5","Strongly Agree","8","8","7"
1403,"Seg6",9,9,9,8,9,9,8,9,9,7,8,9,9,9,"Spanish","No","Fully employed","High school diploma or certificate","Living common law","Female","35 to 44","$50000 to $59999","1","Yes","Strongly Agree","Strongly Agree","Strongly Agree","8","Strongly Agree","Strongly Agree","8","Strongly Agree","Strongly Agree","7","8","Strongly Agree"
1404,"Seg7",7,5,5,9,7,6,7,9,8,8,8,9,4,7,"English","No","Not employed","Bachelor's degree","Married","Female","55 to 64","$30000 to $39999","0","No","7","5","5","Strongly Agree","7","6","7","Strongly Agree","8","8","8","Strongly Agree"
1405,"Seg4",5,6,7,3,8,7,7,5,9,8,8,7,5,5,"English","No","Fully employed","College diploma","Single, never married, not living with a life partner","Female","55 to 64","$60000 to $69999","0","No","5","6","7","3","8","7","7","5","Strongly Agree","8","8","7"
1406,"Seg3",4,6,6,4,9,9,9,9,9,9,9,9,9,9,"English","No","Fully employed","trades certificate","Married",,"55 to 64","$80000 to $89999","1","Yes","4","6","6","4","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
1407,"Seg6",9,9,9,9,9,8,8,9,9,9,9,9,9,9,"English","No","Fully employed","College diploma","Married","Male",,"$30000 to $39999","1","Yes","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","8","8","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
1408,"Seg6",9,8,7,9,6,9,7,9,8,8,9,9,9,8,"English","No","Employed part-time","College diploma","Married","Female","24 or younger","$60000 to $69999","1","Yes","Strongly Agree","8","7","Strongly Agree","6","Strongly Agree","7","Strongly Agree","8","8","Strongly Agree","Strongly Agree"
1409,"Seg1",9,5,8,6,8,5,5,6,9,9,7,9,9,6,"French","No","Employed part-time","Bachelor's degree","Married","Male","75 to 84","$30000 to $39999","0","No","Strongly Agree","5","8","6","8","5","5","6","Strongly Agree","Strongly Agree","7","Strongly Agree"
1410,"Seg6",8,8,9,8,9,8,8,8,6,9,9,9,9,9,"Spanish","No","Not employed","College diploma","Living common law","Male",,"$70000 to $79999","1","Yes","8","8","Strongly Agree","8","Strongly Agree","8","8","8","6","Strongly Agree","Strongly Agree","Strongly Agree"
1411,"Seg8",7,6,7,6,7,8,7,9,6,9,5,7,9,6,"English","No","Employed part-time","Bachelor's degree",,"Male",,"$50000 to $59999","0","No","7","6","7","6","7","8","7","Strongly Agree","6","Strongly Agree","5","7"
1412,"Seg3",9,6,7,7,9,8,9,8,9,8,9,7,9,8,,"No","Fully employed","High school diploma or certificate","Married","Male","24 or younger","$30000 to $39999","1","Yes","Strongly Agree","6","7","7","Strongly Agree","8","Strongly Agree","8","Strongly Agree","8","Strongly Agree","7"
1413,"Seg8",9,9,8,9,8,8,6,6,9,9,7,6,7,8,"English","No","Not employed","College diploma","Single, never married, not living with a life partner","Female","55 to 64","$30000 to $39999","1","Yes","Strongly Agree","Strongly Agree","8","Strongly Agree","8","8","6","6","Strongly Agree","Strongly Agree","7","6"
1414,"Seg8",9,6,9,7,6,8,9,7,7,7,6,8,8,8,"English","Yes","Not employed","Bachelor's degree","Living common law","Male","55 to 64","$20000 to $29999","1","Yes","Strongly Agree","6","Strongly Agree","7","6","8","Strongly Agree","7","7","7","6","8"
1415,"Seg3",8,6,7,8,7,8,8,9,9,7,8,8,9,7,"English","Yes","Fully employed",,"Married",,"55 to 64","$20000 to $29999","1","Yes","8","6","7","8","7","8","8","Strongly Agree","Strongly Agree","7","8","8"
1416,"Seg1",9,7,8,5,7,6,7,7,9,9,7,8,7,8,"Italian","No","Fully employed","College diploma","Married","Male","75 to 84","$20000 to $29999","0","No","Strongly Agree","7","8","5","7","6","7","7","Strongly Agree","Strongly Agree","7","8"
1417,"Seg6",9,9,9,9,9,9,8,9,9,9,9,9,9,9,"English","No","Fully employed","No certificate, diploma or degree","Living common law","Female","45 to 54","$30000 to $39999","1","Yes","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","8","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
1418,"Seg6",8,9,7,8,8,8,9,9,8,9,9,9,9,7,"English","No","Fully employed",,"Living common law","Female","65 to 74","$50000 to $59999","1","Yes","8","Strongly Agree","7","8","8","8","Strongly Agree","Strongly Agree","8","Strongly Agree","Strongly Agree","Strongly Agree"
1419,"Seg6",9,9,9,9,9,8,9,8,9,9,9,9,9,9,"Spanish","Yes","Not employed","High school diploma or certificate",,"Male","65 to 74","$30000 to $39999","1","Yes","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","8","Strongly Agree","8","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
1420,"Seg4",7,5,6,5,5,7,7,7,5,6,5,6,7,6,"English","No","Employed part-time","High school diploma or certificate","Separated, not living with a life partner","Male","65 to 74","$40000 to $49999","0","No","7","5","6","5","5","7","7","7","5","6","5","6"
1421,"Seg8",9,7,6,5,9,8,8,8,7,8,4,8,5,7,"English","No","Fully employed","trades certificate","Married","Female",,"$20000 to $29999","0","No","Strongly Agree","7","6","5","Strongly Agree","8","8","8","7","8","4","8"
1422,"Seg6",9,7,8,6,8,9,8,9,9,9,9,9,8,9,"English","No","Employed part-time","College diploma","Living common law","Female",,"$30000 to $39999","1","Yes","Strongly Agree","7","8","6","8","Strongly Agree","8","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
1423,"Seg3",9,8,5,7,9,9,9,9,8,9,9,9,9,7,,"No","Not employed","College diploma","Living common law","Female","24 or younger","$20000 to $29999","0","No","Strongly Agree","8","5","7","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","8","Strongly Agree","Strongly Agree","Strongly Agree"
1424,"Seg8",9,6,7,7,9,9,9,9,9,5,7,8,7,8,"English","Yes","Employed part-time","High school diploma or certificate","Divorced, not living with a life partner","Female","45 to 54","$30000 to $39999","1","Yes","Strongly Agree","6","7","7","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","5","7","8"
1425,"Seg3",6,8,5,5,8,9,8,9,9,8,7,9,6,8,"English","No","Employed part-time","College diploma","Single, never married, not living with a life partner","Female","25 to 34","$175,000 to $199,999,","1","Yes","6","8","5","5","8","Strongly Agree","8","Strongly Agree","Strongly Agree","8","7","Strongly Agree"
1426,"Seg7",7,6,4,6,9,7,8,7,9,9,9,7,9,7,"French","No","Not employed","High school diploma or certificate","Single, never married, not living with a life partner","Female","35 to 44","$20000 to $29999","1","Yes","7","6","4","6","Strongly Agree","7","8","7","Strongly Agree","Strongly Agree","Strongly Agree","7"
1427,"Seg4",6,7,6,4,5,6,4,3,7,9,9,9,4,5,"Spanish","No","Employed part-time","College diploma","Married","Female","25 to 34","$30000 to $39999","0","No","6","7","6","4","5","6","4","3","7","Strongly Agree","Strongly Agree","Strongly Agree"
1428,"Seg3",9,6,7,4,9,8,7,9,9,7,9,9,9,7,"English","Yes","Not employed","High school diploma or certificate","Married",,"65 to 74","$40000 to $49999","1","Yes","Strongly Agree","6","7","4","Strongly Agree","8","7","Strongly Agree","Strongly Agree","7","Strongly Agree","Strongly Agree"
1429,"Seg3",8,4,5,8,8,8,7,8,7,8,6,8,8,8,"Spanish","No","Fully employed","No certificate, diploma or degree","Divorced, not living with a life partner","Female","65 to 74","$175,000 to $199,999,","1","Yes","8","4","5","8","8","8","7","8","7","8","6","8"
